Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5mvTYuQdbn6igxS5hfX6fB,"El Pronóstico (feat. KINGTO) - Remix","El Pronóstico (feat. KINGTO) [Remix]","Lira;BM;Salastkbron;KINGTO",2024-12-12,254137,55,false,12141338138,2026-06-28T10:54:04Z,"rkt,turreo,guaracha,cumbia,cuarteto","ONE PLAY LATAM",0.679,0.64,6,-6.094,0,0.061,0.118,0,0.294,0.813,86.78,4
spotify:track:4HuCvSUsveC5jCbYE5qllc,"Aquellos Tiempos","Aquellos Tiempos","La T y La M;Sael",2023-10-19,133711,66,false,12141338138,2026-06-28T10:54:06Z,"cumbia,cuarteto,rkt,turreo","GraceMusic",0.761,0.621,4,-5.177,0,0.0514,0.515,0,0.136,0.919,83.041,4
spotify:track:6gV8ALkSHfJi7Bprabr1FC,"Inocente","Inocente","Roze Oficial;Peipper",2023-12-01,171500,64,false,12141338138,2026-06-28T10:54:27Z,"hip hop de la costa este,cumbia","Sony Music Uruguay",0.615,0.728,11,-4.136,1,0.0752,0.485,0,0.0672,0.84,89.681,4
spotify:track:6b1GjmHFV0wfEBDXhX3lp5,"El Trato","La Casa De La Cumbia vol.1","The La Planta;Cruzando El Charco",2025-09-18,179128,52,false,12141338138,2026-06-28T10:54:41Z,"cumbia,cuarteto,rkt,turreo","TLP Records",0.41,0.704,5,-4.607,1,0.0432,0.0747,0,0.171,0.642,80.926,4
spotify:track:2l0hr2jYYXdkbF393AThLm,"Pa' la Selección","Pa' la Selección","La T y La M",2022-11-21,186735,69,false,12141338138,2026-06-28T10:55:48Z,"cumbia","GRACEMUSIC",0.605,0.572,11,-6.06,0,0.0436,0.144,0,0.721,0.834,84.827,4
spotify:track:6UO9DhCUq4ZbQz7PXwelFV,"UWAIE - versión cumbia","UWAIE (versión cumbia)","Max Carra",2024-09-19,162947,77,false,12141338138,2026-06-28T10:56:14Z,"urbano latino","Max Carra",0.687,0.782,9,-4.772,0,0.0446,0.399,0.00000737,0.334,0.799,142.481,4
spotify:track:3fUZbg31mIJKIxuv8nUcGg,"CALLEJERO FINO | DJ TAO Turreo Sessions #723","CALLEJERO FINO | DJ TAO Turreo Sessions #723","DJ Tao;Callejero Fino",2022-10-20,163259,63,true,12141338138,2026-06-28T10:57:18Z,"rkt,turreo,cumbia,reggaetón chileno,trap chileno,mambo chileno,mambo","WM Chile",0.774,0.877,10,-4.054,1,0.0623,0.0304,0,0.429,0.648,92.997,4
spotify:track:0tQDrJxQcB5zKGrHx43xUj,"Como Se Siente","Messirve Mix 6","La T y La M",2022-08-06,82584,64,false,12141338138,2026-06-28T10:58:00Z,"cumbia","GraceMusic",0.742,0.613,6,-4.118,1,0.0488,0.614,0,0.153,0.963,87.028,4
spotify:track:7MUu6jrCvu48LSrMRDQKv0,"TURRAZO","TURR4ZO","Trueno",2026-04-24,138161,76,true,12141338138,2026-06-28T10:59:23Z,"cuarteto,cumbia","Sony Music Latin",0.905,0.521,9,-6.308,0,0.113,0.0804,0,0.0664,0.599,100,4
spotify:track:45Wn4dbRCFtFoRLjDouk5h,"ESTILO SUDAKA","TURR4ZO","Trueno",2026-04-24,138178,68,false,12141338138,2026-06-28T11:04:56Z,"cuarteto,cumbia","Sony Music Latin",0.816,0.69,8,-3.71,0,0.0478,0.36,0,0.11,0.933,120.083,4
spotify:track:5lBGVYffaIHiCzL5yD3xXV,"344","EL ÚLTIMO BAILE (DELUXE)","Trueno;DJ Premier",2025-05-21,176515,66,true,12141338138,2026-06-28T11:06:11Z,"cuarteto,cumbia,rkt,turreo","Sony Music Latin",0.762,0.719,2,-5.447,1,0.213,0.371,0,0.368,0.509,104.988,4
