Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3F6mZ61oIQJobfg2qRPK4j,"Give It To Me Baby","Street Songs (Remastered)","Rick James",1981-04-07,248093,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:58:35Z,"funk,motown,disco","Universal Music Group",0.703,0.728,11,-8.698,1,0.0454,0.112,0.0000571,0.179,0.965,119.538,4
spotify:track:5F8CrWvnESlOBmFkyxFJqt,"Ladies Night - Single Version","Celebration: The Best Of Kool & The Gang (1979-1987)","Kool & The Gang",1994-01-01,209800,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:58:39Z,"disco,funk","Universal Music Group",0.667,0.577,11,-12.729,1,0.163,0.228,0.0000394,0.0566,0.923,111.802,4
spotify:track:0ZfM5XfJTtFPhOxAERRnNY,"The Look","Look Sharp! (2009 Version)","Roxette",1988-10-19,237320,4,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:58:53Z,"pop sueco","Parlophone Sweden",0.634,0.838,2,-5.363,1,0.0413,0.0531,0.00000834,0.0522,0.541,95.011,4
spotify:track:7r5bS08R8d0jZuDZutVeHQ,"Gimme! Gimme! Gimme! (A Man After Midnight)","Voulez-Vous","ABBA",1979,294346,1,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:04Z,"","Universal Music Group",0.744,0.495,10,-9.615,1,0.0402,0.0162,0.00825,0.177,0.53,119.541,4
spotify:track:1AOmpykwJdf2NOkxwZFIjP,"Tragedy","Spirits Having Flown","Bee Gees",1979,305320,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:12Z,"disco","Bee Gees/Reprise",0.667,0.602,2,-8.307,1,0.0268,0.0804,0.00771,0.282,0.778,117.967,4
spotify:track:69rMjPtfWbelVGHM0TZaAr,"(Shake, Shake, Shake) Shake Your Booty","The Very Best of KC & the Sunshine Band","KC & The Sunshine Band",1998-02-16,185640,37,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:21Z,"disco","Parlophone UK",0.651,0.945,10,-7.922,1,0.0361,0.169,0.469,0.15,0.939,112.292,4
spotify:track:3Zuf70897YkrVRAsrBMMSF,"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack","Grease (Deluxe Edition)","John Travolta;Olivia Newton-John",2003-01-01,168466,1,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:27Z,"musicales","Universal Music Group",0.751,0.753,0,-8.198,1,0.0935,0.227,0.000784,0.209,0.774,106.976,4
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,"Another One Bites The Dust - Remastered 2011","The Game (2011 Remaster)","Queen",1980-06-27,214653,84,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:32Z,"rock clásico,rock,glam rock","EMI",0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,4
spotify:track:56KqaFSGTb7ifpt16t5Y1N,"Rock the Casbah - Remastered","Combat Rock (Remastered)","The Clash",1982,222437,79,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:38Z,"punk","Sony Music UK",0.797,0.872,9,-6.727,0,0.0575,0.291,0,0.284,0.866,129.885,4
spotify:track:2opEKZxeJi6AklYhvek005,"Higher Ground","At The Close Of A Century","Stevie Wonder",1999-01-01,222040,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:43Z,"motown,soul clásico,soul","UNI/MOTOWN",0.72,0.781,1,-12.111,1,0.0388,0.107,0.00198,0.156,0.849,125.631,4
spotify:track:28NBmftocOzTPEb6OYA9fW,"Le Freak","C'est Chic","CHIC",1978-08-11,327573,1,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:50Z,"disco,funk","Atlantic Records",0.867,0.746,7,-7.445,1,0.0475,0.0453,0,0.123,0.933,118.616,4
spotify:track:4QT3YKobBj4BI7xCYRLr9u,"Just an Illusion","In the Heat of the Night","Imagination",1982,387866,67,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T21:59:55Z,"post-disco,disco","R&B Division Ltd",0.752,0.548,11,-10.532,0,0.0329,0.295,0.115,0.0582,0.658,105.125,4
spotify:track:4l04O3yFjzFwcRqstqDi54,"Shake","Gap Band I","The Gap Band",1979-01-01,300693,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:00:01Z,"funk,quiet storm","Universal Music Group International",0.88,0.757,0,-6.851,1,0.0481,0.0866,0.0808,0.0451,0.753,100.88,4
spotify:track:3P2zU7fEjnZRunH124QnJL,"That's the Way (I Like It) - Edit","The Very Best of KC & the Sunshine Band","KC & The Sunshine Band",1998-02-16,183666,43,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:00:08Z,"disco","Parlophone UK",0.656,0.9,5,-9.583,0,0.0353,0.0791,0.00146,0.354,0.948,108.687,4
spotify:track:3koCCeSaVUyrRo3N2gHrd8,"Let's Groove","Raise!","Earth, Wind & Fire",1981-11-14,339018,83,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:00:16Z,"funk,disco","Legacy Recordings",0.869,0.648,11,-8.698,0,0.0633,0.121,0.0000217,0.126,0.9,125.035,4
spotify:track:6ztstiyZL6FXzh4aG46ZPD,"Boogie Wonderland (with The Emotions) - Single Version","I Am","Earth, Wind & Fire;The Emotions",1979-06,288408,83,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:00:23Z,"funk,disco,motown","Columbia/Legacy",0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4
spotify:track:2xcrseImDFEf8Urommws03,"New Sensation","Kick (Remastered 2011)","INXS",1987,220160,69,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:00:38Z,"","Universal Music Australia Pty. Ltd.",0.682,0.954,9,-4.951,1,0.0625,0.00723,0.00004,0.052,0.928,115.475,4
spotify:track:5ChkMS8OtdzJeqyybCc9R5,"Billie Jean","Thriller 25 Super Deluxe Edition","Michael Jackson",2008-02-08,293826,82,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:00:44Z,"","Epic/Legacy",0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,4
spotify:track:6JNJERZGJwDVgkmbohBw7u,"Self Control","Self Control","Laura Branigan",1984,246440,81,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:00:49Z,"","Rhino Atlantic",0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,4
spotify:track:4k6ktr10Hczmh55NY3LfJy,"Holiday","Celebration (double disc version)","Madonna",2009-09-18,368280,30,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:01:23Z,"","Warner Records",0.853,0.796,11,-5.567,0,0.0399,0.0542,0.0018,0.151,0.946,115.626,4
spotify:track:4aKIs5t9TqP59btlCGPrgw,"Maneater","H2O","Daryl Hall & John Oates",1982,271893,3,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:01:35Z,"yacht rock,rock suave","RCA/BMG Heritage",0.727,0.685,11,-7.159,0,0.0398,0.0351,0.0000443,0.0973,0.812,88.75,4
spotify:track:1OOtq8tRnDM8kG2gqUPjAj,"Beat It","Thriller 25 Super Deluxe Edition","Michael Jackson",2008-02-08,258040,79,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:01:47Z,"","Epic/Legacy",0.776,0.867,3,-3.704,0,0.0479,0.0495,0.00000792,0.197,0.918,138.827,4
spotify:track:4yakD6EKEjeMezENNCSlcc,"Qué Nivel De Mujer","Aries","Luis Miguel",1993,268466,59,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:02:04Z,"mariachi,bolero,pop latino,ranchera,villancicos","WEA Latina",0.751,0.911,10,-6.274,0,0.0619,0.163,0.00000134,0.304,0.841,113.143,4
spotify:track:1uKjQoh8JZj9ryuYRhpd7E,"Ahora Te Puedes Marchar","Soy Como Quiero Ser","Luis Miguel",1987-07-15,191973,82,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:02:41Z,"mariachi,bolero,pop latino,ranchera,villancicos","WM Mexico",0.78,0.877,6,-3.683,0,0.0427,0.148,0.00000236,0.0627,0.909,133.263,4
spotify:track:1x6bkwDyWIOZNFY5blRSs1,"La Pachanga","La Pachanga","Vilma Palma e Vampiros",1991,281933,69,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:07:17Z,"rock en español,rock latino,rock argentino","BARCA DISCOS",0.681,0.918,9,-4.83,0,0.0508,0.00244,0.000535,0.119,0.551,105.031,4
spotify:track:5PSCWHpXi8I45NXURHyhBA,"Auto Rojo","3980","Vilma Palma e Vampiros",1993,306000,68,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:08:31Z,"rock en español,rock latino,rock argentino","BARCA DISCOS",0.764,0.82,1,-6.073,1,0.0441,0.158,0,0.0939,0.688,104.527,4
spotify:track:07q0QVgO56EorrSGHC48y3,"I Was Made For Lovin' You","Dynasty","KISS",1979-03-23,271240,87,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:09:35Z,"glam rock,glam metal,hard rock,rock,rock clásico","Casablanca Records",0.768,0.852,4,-6.215,1,0.038,0.214,0.0000736,0.0723,0.867,128.373,4
spotify:track:2bCQHF9gdG5BNDVuEIEnNk,"Smooth Criminal - 2012 Remaster","Bad 25th Anniversary","Michael Jackson",2012-09-18,257766,81,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:09:59Z,"","Epic/Legacy",0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,4
spotify:track:18AahrDAlYYtmMDAW1pnB1,"Flashdance...What A Feeling","Flashdance Original Soundtrack From The Motion Picture","Irene Cara",1983-01-01,233240,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:10:15Z,"","Casablanca Records",0.647,0.507,7,-11.175,0,0.0335,0.112,0.00000203,0.184,0.488,123.578,4
spotify:track:1K3RzyzlBhMzOZtR0yepeb,"Relax","Welcome To The Pleasuredome: 25th Anniversary Deluxe Edition","Frankie Goes To Hollywood",1984,236786,1,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:10:27Z,"synthpop,hi-nrg","Salvo",0.677,0.83,11,-8.147,0,0.0389,0.295,0.0000104,0.0295,0.705,114.921,4
spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca,"Super Freak","Street Songs (Deluxe Edition)","Rick James",1981-04-07,205466,76,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:10:35Z,"funk,motown,disco","Motown",0.838,0.794,9,-8.245,0,0.0531,0.22,0,0.0575,0.962,132.446,4
spotify:track:3FvQH46A4B37eNHjooIXcu,"Bad","HIStory - PAST, PRESENT AND FUTURE - BOOK I","Michael Jackson",1995-06-16,247368,62,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:11:02Z,"","Epic",0.802,0.869,8,-5.03,1,0.0456,0.00712,0.241,0.0585,0.339,114.14,4
spotify:track:4yopZ4FVYS0RWKkCagdIEm,"Notorious - 2010 Remaster","Notorious (Deluxe Edition)","Duran Duran",1986-11-24,258546,57,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:11:21Z,"new wave,synthpop","Parlophone UK",0.806,0.681,0,-10.65,1,0.0627,0.589,0,0.0346,0.858,106.564,4
spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,"...Baby One More Time","...Baby One More Time (Digital Deluxe Version)","Britney Spears",1999-01-12,211066,86,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:11:32Z,"pop","Jive",0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4
spotify:track:4RMURwDMQR8ppYYnR0Jdiz,"Debede","Divididos Por La Felicidad","Sumo",1985-04-29,172253,45,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:11:44Z,"rock argentino,rock latino","Columbia",0.704,0.773,4,-7.454,0,0.119,0.0238,0.0000982,0.0868,0.791,114.714,4
spotify:track:73RxwuCn2d5YXfaJqu0kdc,"Brick House - 12"" Mix","The Commodores Anthology","Commodores",2001-01-01,370933,37,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:12:02Z,"motown,soul clásico","Motown",0.832,0.795,4,-7.76,0,0.0597,0.0422,0.0183,0.0605,0.573,108.54,4
spotify:track:1h2xVEoJORqrg71HocgqXd,"Superstition - Single Version","The Definitive Collection","Stevie Wonder",2002-10-29,245493,76,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:12:08Z,"motown,soul clásico,soul","UNI/MOTOWN",0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,4
spotify:track:2hX4jY6URV3FsPgC7jqDAS,"Try It Out","Closer","Gino Soccio",1994,496466,45,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:12:27Z,"disco italiana,disco,post-disco,hi-nrg,house de chicago","Rhino Atlantic",0.854,0.417,11,-14.713,0,0.0899,0.00283,0.157,0.0205,0.716,113.615,4
spotify:track:4N3stlRuz5cBNI4J4vDJ18,"Good Times - 2018 Remaster","The Chic Organization 1977-1979 (2018 Remaster)","CHIC",2018-11-23,486186,55,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:12:43Z,"disco,funk","Rhino Atlantic",0.869,0.503,2,-12.804,1,0.0479,0.0818,0.00837,0.187,0.914,112.664,4
spotify:track:4yKZACkuudvfd600H2dQie,"Get Down On It - Single Version","The Very Best Of Kool & The Gang","Kool & The Gang",1999-03-01,212906,72,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:12:51Z,"disco,funk","Mercury Records",0.879,0.626,7,-6.344,1,0.0604,0.205,0.0000607,0.056,0.968,110.864,4
spotify:track:0lWEatZXBBYUzEQX5aMeSj,"Like Sugar","Hello Happiness","Chaka Khan",2019-02-15,239621,60,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:12:57Z,"","Universal-Island Records Ltd.",0.811,0.792,7,-8.477,1,0.0537,0.0363,0.0517,0.342,0.94,107.255,4
spotify:track:5uuJruktM9fMdN9Va0DUMl,"Play That Funky Music","Wild Cherry","Wild Cherry",1976,300000,76,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:13:14Z,"","Epic",0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,4
spotify:track:0uI4aw6ms90qFNawk9H9CO,"Need You Tonight","Kick 30","INXS",1987-10-19,181240,51,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:13:34Z,"","Universal Music Australia Pty. Ltd.",0.793,0.61,0,-7.685,1,0.0832,0.0473,0.486,0.0877,0.781,108.698,4
spotify:track:1jM23jASF0JrhgqYhqCZfl,"Original Sin","INXS Remastered","INXS",2011-01-01,317240,49,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:13:39Z,"","Universal Music Australia Pty. Ltd.",0.685,0.633,9,-7.259,1,0.0377,0.0136,0.000106,0.0935,0.731,131.397,4
spotify:track:40QPoAAKKMwPms6I6FHJqy,"Give It Up","The Very Best of KC & the Sunshine Band","KC & The Sunshine Band",1998-02-16,245800,58,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:13:50Z,"disco","Parlophone UK",0.839,0.654,3,-12.135,1,0.0621,0.08,0.000244,0.063,0.84,125.681,4
spotify:track:1mMYaXpT65iZDtvfRA9EkE,"Fresh","Emergency (Reissue)","Kool & The Gang",1984-11-15,266560,71,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:13:55Z,"disco,funk","Mercury Records",0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,4
spotify:track:0CUEc6T65lrU6rVW3HVYsl,"Celebration - Single Version","The Very Best Of Kool & The Gang","Kool & The Gang",1999-03-01,221093,66,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:14:00Z,"disco,funk","Mercury Records",0.829,0.839,1,-5.251,1,0.0443,0.0993,0.0201,0.0491,0.96,121.589,4
spotify:track:09HmcAp8fLNSAsGczZrzBW,"Steppin' Out","Something Special","Kool & The Gang",1981,285373,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:14:25Z,"disco,funk","Universal Music Group",0.892,0.513,10,-14.165,0,0.0689,0.0405,0.0000439,0.159,0.894,119.172,4
spotify:track:6ra7C49NlQThNKxYk7tCpA,"Barbra Streisand (The Most Wanted Woman) - Radio Mix","Barbra Streisand","Boney M.",2010-12-03,192733,43,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:14:33Z,"disco","Farian",0.685,0.944,1,-6.031,1,0.0571,0.00106,0.213,0.353,0.94,127.987,4
spotify:track:5lA3pwMkBdd24StM90QrNR,"P.Y.T. (Pretty Young Thing)","Thriller 25 Super Deluxe Edition","Michael Jackson",2008-02-08,238733,69,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:14:40Z,"","Epic/Legacy",0.888,0.816,11,-4.909,0,0.0404,0.233,0.00042,0.127,0.961,127.276,4
spotify:track:58r4JuwHhXLAkttkaUZfLw,"Got to Be Real","Cheryl Lynn (Expanded Edition)","Cheryl Lynn",1978-07-17,307946,71,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:15:04Z,"disco,post-disco","Legacy Recordings",0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,4
spotify:track:6W2VbtvMrDXm5vYeB7amkO,"Footloose","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Kenny Loggins",1997-03-25,220706,75,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:15:12Z,"yacht rock","Columbia",0.546,0.895,9,-7.189,1,0.0579,0.0819,0.0000142,0.0768,0.494,174.089,4
spotify:track:4ah2I83egBRhCGRGbYNyTw,"Rappers Delight","100 Essential Soul & Funk Classics","The Sugarhill Gang",2010-10-15,235120,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:15:33Z,"hip hop old school,funk","Universal Music Group International",0.903,0.82,2,-7.941,1,0.253,0.317,0.000208,0.0749,0.789,111.711,4
spotify:track:5FFAqdNj7SAzVCOpPp3QZI,"Physical","Good Luck Chuck (Original Motion Picture Soundtrack)","Olivia Newton-John",2007-09-18,223373,1,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:15:52Z,"","Lions Gate Records",0.77,0.826,4,-5.007,0,0.0444,0.123,0.000051,0.149,0.819,123.903,4
spotify:track:6xE6ZWzK1YDDSYzqOCoQlz,"Last Train to London","Discovery","Electric Light Orchestra",1979-05-31,272649,82,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:16:02Z,"art rock,rock suave","Epic/Legacy",0.727,0.537,7,-9.785,1,0.0295,0.396,0.000789,0.349,0.954,121.493,4
spotify:track:3WMbD1OyfKuwWDWMNbPQ4g,"Daddy Cool","Take The Heat Off Me","Boney M.",1976,208600,76,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:16:18Z,"disco","MCI",0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,4
spotify:track:1ibRqifchaAfeNdQGpbRVW,"Bad Girls","Bad Girls","Donna Summer",1979-04-25,295106,68,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:16:26Z,"disco,hi-nrg","Mercury Records",0.857,0.7,2,-14.506,0,0.0358,0.00387,0.0162,0.411,0.973,120.529,4
spotify:track:49OMJ1prsRA7ZYgrAjz70c,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack","Greatest","Bee Gees",1979-01-01,197213,80,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:16:34Z,"disco","Bee Gees Catalog",0.632,0.683,7,-6.434,1,0.0385,0.163,0.00013,0.847,0.701,105.959,4
spotify:track:2Vnw8zKmjhr1jczUeaqiQg,"Hot Stuff - 12"" Version","Bad Girls (Deluxe Edition)","Donna Summer",1979-04-25,407053,66,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:16:43Z,"disco,hi-nrg","Island Def Jam",0.796,0.892,0,-8.31,1,0.0333,0.00475,0.0187,0.0717,0.965,120.4,4
spotify:track:7B7lf3sIze5VR2WuYttn18,"I Feel Love - 12"" Version","Bad Girls (Deluxe Edition)","Donna Summer",1979-04-25,495186,63,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:16:56Z,"disco,hi-nrg","Island Def Jam",0.692,0.79,5,-14.065,1,0.0416,0.074,0.711,0.101,0.96,128.13,4
spotify:track:7vMRj40Rw8PPgZiDcbyUdj,"Knock on Wood - 7"" Edit","Knock On Wood: The Anthology","Amii Stewart",2016-11-18,227733,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:17:04Z,"disco,hi-nrg","Sanctuary Records",0.691,0.873,2,-6.349,1,0.184,0.000457,0.000582,0.118,0.667,139.384,4
spotify:track:7723JnKU2R15Iv4T7OJrly,"Funky Town","Paradas Continuas","Lipps Inc.",2009-10-20,239253,4,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:17:14Z,"disco","CONSECUENCIAS DISCOGRAFICAS",0.906,0.63,0,-8.071,1,0.0575,0.000547,0.616,0.0994,0.342,122.458,4
spotify:track:54OR1VDpfkBuOY5zZjhZAY,"YMCA - Original Version 1978","YMCA","Village People",1978-01-01,286800,61,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:17:19Z,"disco","Scorpio Music",0.723,0.969,6,-4.516,1,0.142,0.0643,0,0.115,0.728,126.653,4
spotify:track:7Cuk8jsPPoNYQWXK9XRFvG,"September","September","Earth, Wind & Fire",2018-04-17,215080,66,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:17:47Z,"funk,disco","Columbia/Legacy",0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,4
spotify:track:5KgbyD2lQQlIupAaPjgiXg,"Night Fever - From ""Saturday Night Fever"" Soundtrack","Greatest","Bee Gees",1979-01-01,212253,79,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:18:01Z,"disco","Bee Gees Catalog",0.733,0.795,1,-7.224,0,0.0249,0.0263,0.000952,0.083,0.892,109.121,4
spotify:track:3mRM4NM8iO7UBqrSigCQFH,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","Greatest","Bee Gees",1979-01-01,285373,83,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:18:06Z,"disco","Bee Gees Catalog",0.703,0.827,10,-7.179,0,0.0343,0.032,0.00636,0.179,0.944,103.564,4
spotify:track:2xiOdusRnZezQok1RgLNeS,"You Should Be Dancing","Children Of The World","Bee Gees",1976-01-01,256493,75,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:18:12Z,"disco","Bee Gees Catalog",0.682,0.716,0,-10.911,1,0.0333,0.0182,0.168,0.337,0.963,123.011,4
spotify:track:4W4wYHtsrgDiivRASVOINL,"Love Shack","Cosmic Thing","The B-52's",1989,320680,73,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:21:52Z,"new wave,post-punk","Warner Records",0.701,0.803,5,-6.786,0,0.0545,0.0544,0.00000154,0.7,0.903,133.608,4
spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,"Rock And Roll All Nite","Dressed To Kill","KISS",1975-03-19,168840,20,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:22:01Z,"glam rock,glam metal,hard rock,rock,rock clásico","Casablanca Records",0.654,0.929,1,-5.906,1,0.0998,0.0474,0,0.0538,0.902,144.769,4
spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,"Take on Me","Hunting High and Low","a-ha",1985-06-01,225280,89,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:23:43Z,"new wave,synthpop","Rhino",0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4
spotify:track:0qi4b1l0eT3jpzeNHeFXDT,"Just Can't Get Enough","Speak and Spell (Deluxe)","Depeche Mode",1981-11-02,220893,77,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:24:00Z,"new wave,synthpop,dark wave","Venusnote Ltd.",0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,4
